iter	Passed	Remaining
1665	83515	417777
1666	83563	417717
1667	83612	417660
1668	83677	417685
1669	83778	417889
1670	83884	418118
1671	84005	418421
1672	84059	418387
1673	84108	418331
1674	84157	418277
1675	84204	418208
1676	84257	418171
1677	84306	418117
1678	84332	417946
1679	84379	417881
1680	84428	417822
1681	84476	417762
1682	84526	417712
1683	84576	417659
1684	84627	417612
1685	84677	417563
1686	84725	417501
1687	84775	417449
1688	84824	417391
1689	84850	417221
1690	84897	417159
1691	84948	417110
1692	84999	417063
1693	85047	417005
1694	85096	416945
1695	85144	416886
1696	85171	416721
1697	85220	416666
1698	85268	416604
1699	85316	416545
1700	85364	416485
1701	85398	416355
1702	85449	416310
1703	85503	416278
1704	85554	416231
1705	85612	416218
1706	85664	416177
1707	85718	416147
1708	85799	416247
1709	85856	416227
1710	85905	416170
1711	85953	416109
1712	86002	416057
1713	86054	416012
1714	86102	415950
1715	86151	415898
1716	86200	415840
1717	86251	415794
1718	86299	415735
1719	86350	415687
1720	86401	415639
1721	86452	415594
1722	86504	415552
1723	86554	415502
1724	86602	415442
1725	86650	415380
1726	86700	415326
1727	86734	415202
1728	86782	415141
1729	86834	415099
1730	86884	415049
1731	86935	415002
1732	86956	414813
1733	87004	414752
1734	87051	414686
1735	87099	414624
1736	87148	414569
1737	87199	414524
1738	87253	414489
1739	87303	414442
1740	87352	414385
1741	87400	414326
1742	87463	414336
1743	87520	414318
1744	87574	414284
1745	87623	414231
1746	87674	414181
1747	87735	414184
1748	87793	414172
1749	87846	414133
1750	87897	414085
1751	87946	414031
1752	87996	413980
1753	88031	413856
1754	88080	413800
1755	88117	413691
1756	88170	413652
1757	88226	413632
1758	88282	413606
1759	88341	413600
1760	88401	413594
1761	88448	413527
1762	88496	413469
1763	88545	413414
1764	88595	413361
1765	88644	413304
1766	88692	413247
1767	88742	413195
1768	88792	413141
1769	88827	413021
1770	88876	412966
1771	88924	412906
1772	88975	412859
1773	89025	412809
1774	89074	412752
1775	89123	412695
1776	89171	412637
1777	89220	412583
1778	89269	412527
1779	89316	412462
1780	89366	412412
1781	89419	412373
1782	89469	412322
1783	89519	412269
1784	89568	412218
1785	89618	412163
1786	89670	412124
1787	89728	412110
1788	89787	412101
1789	89852	412117
1790	89907	412086
1791	89954	412024
1792	90003	411969
1793	90052	411912
1794	90100	411853
1795	90151	411806
1796	90199	411744
1797	90246	411681
1798	90294	411620
1799	90320	411462
1800	90370	411407
1801	90420	411359
1802	90468	411299
1803	90516	411237
1804	90564	411177
1805	90623	411166
1806	90676	411130
1807	90728	411089
1808	90780	411047
1809	90837	411026
1810	90888	410978
1811	90937	410923
1812	90985	410864
1813	91039	410830
1814	91087	410771
1815	91137	410721
1816	91186	410663
1817	91235	410610
1818	91269	410488
1819	91318	410431
1820	91375	410410
1821	91432	410392
1822	91488	410368
1823	91542	410335
1824	91607	410349
1825	91633	410191
1826	91700	410219
1827	91765	410235
1828	91819	410201
1829	91872	410164
1830	91930	410149
1831	91985	410117
1832	92038	410083
1833	92090	410039
1834	92139	409984
1835	92189	409930
1836	92238	409876
1837	92288	409824
1838	92337	409771
1839	92386	409715
1840	92437	409667
1841	92487	409614
1842	92512	409455
1843	92563	409405
1844	92614	409361
1845	92651	409252
1846	92701	409201
1847	92750	409147
1848	92800	409093
1849	92850	409046
1850	92901	408995
1851	92950	408940
1852	93010	408936
1853	93039	408792
1854	93087	408731
1855	93144	408710
1856	93198	408678
1857	93253	408647
1858	93308	408619
1859	93366	408604
1860	93415	408550
1861	93464	408494
1862	93514	408440
1863	93561	408377
1864	93612	408332
1865	93677	408346
1866	93732	408316
1867	93782	408266
1868	93833	408220
1869	93924	408345
1870	94061	408671
1871	94165	408854
1872	94251	408961
1873	94303	408917
1874	94352	408862
1875	94405	408822
1876	94455	408769
1877	94505	408717
1878	94556	408672
1879	94610	408638
1880	94662	408593
1881	94711	408539
1882	94763	408494
1883	94814	408447
1884	94865	408399
1885	94914	408342
1886	94963	408288
1887	95013	408235
1888	95063	408186
1889	95115	408141
1890	95168	408100
1891	95217	408048
1892	95239	407872
1893	95288	407819
1894	95339	407772
1895	95389	407720
1896	95412	407552
1897	95429	407361
1898	95478	407304
1899	95530	407260
1900	95591	407257
1901	95654	407262
1902	95678	407099
1903	95732	407064
1904	95783	407016
1905	95843	407006
1906	95900	406988
1907	95954	406950
1908	96008	406915
1909	96070	406916
1910	96119	406861
1911	96169	406807
1912	96219	406758
1913	96270	406708
1914	96319	406654
1915	96371	406612
1916	96421	406558
1917	96469	406498
1918	96517	406439
1919	96568	406392
1920	96619	406346
1921	96655	406232
1922	96705	406182
1923	96754	406128
1924	96802	406068
1925	96850	406008
1926	96899	405954
1927	96949	405899
1928	97001	405857
1929	97036	405741
1930	97087	405697
1931	97139	405653
1932	97190	405606
1933	97241	405557
1934	97262	405386
1935	97310	405327
1936	97363	405288
1937	97412	405231
1938	97434	405063
1939	97486	405019
1940	97535	404963
1941	97597	404963
1942	97632	404852
1943	97687	404820
1944	97739	404777
1945	97787	404716
1946	97835	404657
1947	97884	404601
1948	97918	404483
1949	97965	404423
1950	98016	404375
1951	98067	404325
1952	98115	404267
1953	98150	404154
1954	98203	404116
1955	98261	404099
1956	98315	404064
1957	98369	404029
1958	98423	403994
1959	98442	403814
1960	98508	403831
1961	98566	403810
1962	98616	403760
1963	98666	403708
1964	98717	403661
1965	98766	403607
1966	98801	403493
1967	98850	403436
1968	98898	403379
1969	98946	403319
1970	98995	403264
1971	99043	403205
1972	99091	403147
1973	99139	403085
1974	99189	403035
1975	99239	402986
1976	99289	402933
1977	99338	402877
1978	99387	402824
1979	99422	402713
1980	99471	402657
1981	99530	402640
1982	99591	402633
1983	99607	402448
1984	99664	402423
1985	99715	402375
1986	99766	402331
1987	99816	402279
1988	99851	402167
1989	99900	402112
1990	99927	401969
1991	99976	401913
1992	100023	401852
1993	100074	401803
1994	100124	401752
1995	100171	401690
1996	100220	401636
1997	100270	401584
1998	100288	401404
1999	100337	401349
2000	100386	401294
2001	100435	401238
2002	100482	401178
2003	100531	401123
2004	100568	401021
2005	100622	400985
2006	100676	400950
2007	100699	400793
2008	100758	400776
2009	100811	400737
2010	100862	400692
2011	100889	400548
2012	100937	400489
2013	100987	400441
2014	101038	400394
2015	101086	400334
2016	101135	400280
2017	101152	400098
2018	101202	400048
2019	101249	399987
2020	101297	399928
2021	101348	399881
2022	101398	399828
2023	101446	399770
2024	101489	399694
2025	101553	399696
2026	101570	399515
2027	101621	399472
2028	101671	399420
2029	101720	399364
2030	101770	399316
2031	101820	399264
2032	101869	399208
2033	101917	399150
2034	101968	399104
2035	102016	399048
2036	102069	399009
2037	102118	398953
2038	102170	398909
2039	102217	398848
2040	102264	398788
2041	102314	398735
2042	102366	398692
2043	102417	398646
2044	102443	398502
2045	102493	398453
2046	102544	398407
2047	102593	398351
2048	102641	398294
2049	102689	398235
2050	102739	398185
2051	102791	398141
2052	102847	398115
2053	102898	398069
2054	102962	398072
2055	103018	398042
2056	103073	398012
2057	103126	397974
2058	103187	397965
2059	103235	397909
2060	103261	397766
2061	103312	397717
2062	103361	397663
2063	103381	397498
2064	103431	397445
2065	103498	397461
2066	103557	397446
2067	103608	397398
2068	103654	397335
2069	103706	397291
2070	103764	397269
2071	103817	397230
2072	103866	397177
2073	103916	397127
2074	103979	397127
2075	104058	397186
2076	104183	397420
2077	104308	397657
2078	104417	397830
2079	104514	397959
2080	104564	397906
2081	104611	397845
2082	104659	397785
2083	104711	397744
2084	104763	397699
2085	104816	397659
2086	104839	397505
2087	104865	397365
2088	104939	397404
2089	105010	397433
2090	105075	397436
2091	105124	397381
2092	105179	397351
2093	105247	397367
2094	105318	397393
2095	105376	397373
2096	105442	397382
2097	105501	397366
2098	105554	397325
2099	105603	397271
2100	105638	397162
2101	105688	397110
2102	105736	397051
2103	105784	396992
2104	105834	396942
2105	105890	396913
2106	105946	396885
2107	105998	396838
2108	106053	396809
2109	106105	396764
2110	106155	396712
2111	106202	396650
2112	106252	396600
2113	106302	396549
2114	106353	396498
2115	106401	396440
2116	106426	396297
2117	106481	396263
2118	106531	396211
2119	106592	396202
2120	106640	396143
2121	106690	396091
2122	106738	396032
2123	106786	395975
2124	106835	395920
2125	106890	395885
2126	106909	395722
2127	106964	395687
2128	107014	395636
2129	107066	395592
2130	107119	395551
2131	107170	395505
2132	107221	395457
2133	107273	395412
2134	107309	395311
2135	107362	395272
2136	107433	395296
2137	107494	395285
2138	107548	395251
2139	107617	395268
2140	107680	395266
2141	107732	395220
2142	107782	395168
2143	107809	395031
2144	107859	394982
2145	107909	394931
2146	107941	394815
2147	107991	394763
2148	108047	394732
2149	108095	394675
2150	108143	394615
2151	108194	394566
2152	108243	394513
2153	108264	394355
2154	108315	394306
2155	108351	394206
2156	108409	394184
2157	108446	394084
2158	108500	394048
2159	108551	394002
2160	108605	393963
2161	108655	393912
2162	108703	393855
2163	108752	393800
2164	108801	393746
2165	108852	393699
2166	108902	393646
2167	108951	393592
2168	108998	393529
2169	109049	393481
2170	109113	393482
2171	109192	393536
2172	109258	393542
2173	109319	393528
2174	109382	393524
2175	109418	393424
2176	109455	393325
2177	109519	393323
2178	109587	393337
2179	109636	393281
2180	109704	393295
2181	109778	393330
2182	109838	393315
2183	109889	393269
2184	109953	393266
2185	110021	393280
2186	110090	393294
2187	110141	393245
2188	110188	393186
2189	110236	393126
2190	110284	393068
2191	110333	393011
2192	110359	392875
2193	110413	392838
2194	110463	392786
2195	110512	392732
2196	110561	392676
2197	110597	392575
2198	110644	392514
2199	110694	392461
2200	110744	392410
2201	110796	392367
2202	110859	392360
2203	110932	392390
2204	110976	392318
2205	111032	392287
2206	111061	392162
2207	111111	392112
2208	111165	392074
2209	111228	392068
2210	111283	392033
2211	111360	392078
2212	111446	392153
2213	111507	392138
2214	111556	392086
2215	111605	392029
2216	111653	391972
2217	111701	391910
2218	111749	391853
2219	111797	391794
2220	111820	391648
2221	111868	391589
2222	111917	391536
2223	111968	391486
2224	112027	391467
2225	112099	391492
2226	112168	391506
2227	112227	391488
2228	112278	391438
2229	112326	391378
2230	112375	391323
2231	112423	391266
2232	112473	391213
2233	112519	391148
2234	112568	391094
2235	112617	391036
2236	112665	390978
2237	112712	390919
2238	112769	390890
2239	112820	390842
2240	112847	390710
2241	112897	390659
2242	112946	390605
2243	112997	390557
2244	113047	390503
2245	113094	390442
2246	113142	390385
2247	113191	390330
2248	113241	390276
2249	113309	390286
2250	113365	390257
2251	113416	390209
2252	113465	390154
2253	113514	390100
2254	113565	390049
2255	113621	390018
2256	113673	389975
2257	113726	389934
2258	113785	389914
2259	113840	389878
2260	113888	389821
2261	113939	389771
2262	113962	389628
2263	114010	389568
2264	114059	389514
2265	114110	389465
2266	114159	389412
2267	114209	389360
2268	114257	389302
2269	114307	389251
2270	114418	389407
2271	114516	389517
2272	114641	389722
2273	114699	389697
2274	114750	389646
2275	114800	389595
2276	114849	389538
2277	114898	389485
2278	114949	389437
2279	115000	389388
2280	115048	389329
2281	115097	389274
2282	115146	389219
2283	115195	389164
2284	115259	389157
2285	115317	389132
2286	115339	388986
2287	115389	388936
2288	115437	388876
2289	115485	388817
2290	115537	388773
2291	115601	388767
2292	115676	388801
2293	115731	388766
2294	115782	388717
2295	115839	388689
2296	115889	388635
2297	115938	388581
2298	115993	388544
2299	116068	388576
2300	116139	388595
2301	116201	388584
2302	116228	388454
2303	116279	388405
2304	116328	388350
2305	116386	388324
2306	116443	388296
2307	116497	388257
2308	116550	388216
2309	116608	388189
2310	116656	388130
2311	116707	388082
2312	116762	388045
2313	116812	387993
2314	116862	387943
2315	116914	387897
2316	116963	387841
2317	117017	387804
2318	117068	387755
2319	117123	387719
2320	117177	387678
2321	117243	387679
2322	117300	387653
2323	117356	387618
2324	117408	387572
2325	117454	387508
2326	117516	387496
2327	117573	387468
2328	117621	387409
2329	117670	387352
2330	117721	387304
2331	117770	387247
2332	117821	387199
2333	117876	387163
2334	117923	387102
2335	117972	387047
2336	118022	386995
2337	118071	386938
2338	118119	386881
2339	118172	386838
2340	118221	386781
2341	118271	386730
2342	118319	386671
2343	118346	386544
2344	118397	386496
2345	118449	386449
2346	118498	386393
2347	118550	386348
2348	118593	386272
2349	118654	386256
2350	118713	386235
2351	118768	386199
2352	118819	386150
2353	118846	386022
2354	118893	385960
2355	118944	385913
2356	119001	385883
2357	119040	385796
2358	119095	385761
2359	119162	385764
2360	119227	385759
2361	119282	385723
2362	119345	385714
2363	119393	385656
2364	119442	385600
2365	119492	385548
2366	119546	385508
2367	119595	385453
2368	119645	385400
2369	119695	385350
2370	119750	385311
2371	119795	385244
2372	119830	385145
2373	119898	385149
2374	119962	385143
2375	120015	385101
2376	120070	385065
2377	120111	384982
2378	120169	384955
2379	120221	384911
2380	120273	384864
2381	120328	384828
2382	120381	384785
2383	120433	384741
2384	120486	384697
2385	120539	384654
2386	120591	384608
2387	120641	384558
2388	120692	384508
2389	120743	384459
2390	120795	384413
2391	120845	384361
2392	120893	384303
2393	120941	384245
2394	120991	384191
2395	121042	384142
2396	121077	384042
2397	121139	384028
2398	121201	384013
2399	121256	383977
2400	121306	383925
2401	121354	383869
2402	121404	383816
2403	121438	383712
2404	121486	383655
2405	121542	383621
2406	121602	383601
2407	121635	383494
2408	121658	383357
2409	121715	383327
2410	121773	383299
2411	121834	383283
2412	121892	383256
2413	121945	383215
2414	121999	383174
2415	122052	383132
2416	122108	383098
2417	122163	383063
2418	122224	383045
2419	122281	383015
2420	122346	383007
2421	122399	382966
2422	122447	382907
2423	122496	382853
2424	122545	382796
2425	122598	382753
2426	122654	382720
2427	122705	382670
2428	122732	382548
2429	122788	382514
2430	122842	382473
2431	122896	382434
2432	122954	382405
2433	123004	382355
2434	123062	382327
2435	123098	382233
2436	123162	382221
2437	123190	382101
2438	123218	381982
2439	123268	381930
2440	123322	381891
2441	123358	381794
2442	123407	381739
2443	123456	381684
2444	123505	381628
2445	123555	381576
2446	123603	381519
2447	123651	381460
2448	123679	381341
2449	123728	381286
2450	123778	381232
2451	123813	381136
2452	123835	380996
2453	123860	380869
2454	123908	380811
2455	123936	380692
2456	123965	380575
2457	124017	380529
2458	124073	380494
2459	124132	380471
2460	124192	380449
2461	124253	380430
2462	124293	380348
2463	124343	380297
2464	124395	380251
2465	124433	380162
2466	124491	380136
2467	124586	380221
2468	124698	380357
2469	124782	380409
2470	124848	380407
2471	124896	380347
2472	124945	380292
2473	124996	380242
2474	125053	380213
2475	125125	380227
2476	125183	380199
2477	125219	380104
2478	125270	380055
2479	125321	380007
2480	125371	379954
2481	125431	379934
2482	125497	379930
2483	125555	379900
2484	125617	379886
2485	125679	379869
2486	125733	379829
2487	125788	379793
2488	125841	379747
2489	125905	379740
2490	125946	379658
2491	126002	379625
2492	126056	379585
2493	126113	379553
2494	126169	379520
2495	126220	379469
2496	126279	379445
2497	126313	379346
2498	126349	379251
2499	126386	379160
2500	126438	379112
2501	126492	379073
2502	126546	379033
2503	126605	379006
2504	126663	378978
2505	126706	378905
2506	126765	378879
2507	126829	378871
2508	126863	378770
2509	126904	378691
2510	126939	378593
2511	126994	378556
2512	127061	378555
2513	127129	378557
2514	127185	378522
2515	127238	378478
2516	127289	378428
2517	127309	378288
2518	127358	378233
2519	127412	378191
2520	127461	378138
2521	127525	378126
2522	127577	378080
2523	127629	378032
2524	127659	377923
2525	127708	377866
2526	127758	377816
2527	127815	377785
2528	127870	377747
2529	127923	377704
2530	127978	377665
2531	128031	377623
2532	128085	377580
2533	128140	377544
2534	128193	377500
2535	128241	377442
2536	128290	377387
2537	128310	377248
2538	128362	377201
2539	128415	377157
2540	128451	377064
2541	128500	377008
2542	128549	376953
2543	128576	376835
2544	128623	376774
2545	128658	376676
2546	128708	376626
2547	128757	376570
2548	128807	376519
2549	128863	376483
2550	128912	376427
2551	128962	376376
2552	129010	376318
2553	129042	376215
2554	129113	376221
2555	129148	376128
2556	129203	376090
2557	129256	376045
2558	129307	375998
2559	129357	375945
2560	129385	375830
2561	129440	375791
2562	129489	375736
2563	129541	375691
2564	129594	375647
2565	129646	375600
2566	129696	375549
2567	129747	375498
2568	129799	375453
2569	129848	375398
2570	129901	375355
2571	129950	375301
2572	129999	375245
2573	130034	375151
2574	130084	375097
2575	130133	375041
2576	130186	374998
2577	130236	374949
2578	130288	374902
2579	130339	374851
2580	130387	374795
2581	130438	374746
2582	130465	374628
2583	130517	374579
2584	130571	374539
2585	130624	374496
2586	130663	374412
2587	130713	374362
2588	130772	374334
2589	130842	374339
2590	130911	374343
2591	130967	374307
2592	131028	374287
2593	131082	374248
2594	131112	374136
2595	131162	374085
2596	131216	374045
2597	131266	373992
2598	131293	373876
2599	131345	373829
2600	131398	373786
2601	131456	373756
2602	131504	373700
2603	131530	373579
2604	131581	373530
2605	131630	373474
2606	131678	373416
2607	131727	373363
2608	131781	373322
2609	131817	373229
2610	131846	373118
2611	131897	373071
2612	131945	373013
2613	131995	372960
2614	132015	372824
2615	132064	372768
2616	132114	372716
2617	132163	372662
2618	132193	372554
2619	132241	372497
2620	132292	372447
2621	132342	372394
2622	132393	372346
2623	132434	372270
2624	132492	372241
2625	132549	372208
2626	132602	372164
2627	132657	372126
2628	132705	372070
2629	132757	372023
2630	132804	371964
2631	132857	371918
2632	132922	371910
2633	132975	371866
2634	133028	371823
2635	133076	371766
2636	133112	371674
2637	133162	371624
2638	133214	371576
2639	133234	371442
2640	133286	371396
2641	133334	371338
2642	133356	371207
2643	133405	371153
2644	133430	371033
2645	133480	370981
2646	133528	370924
2647	133580	370876
2648	133628	370821
2649	133677	370764
2650	133724	370705
2651	133746	370575
