iter	Passed	Remaining
462	23416	482347
463	23469	482344
464	23518	482252
465	23566	482146
466	23614	482059
467	23665	481999
468	23714	481920
469	23762	481829
470	23812	481759
471	23865	481753
472	23912	481646
473	23938	481099
474	23986	480987
475	24036	480931
476	24087	480895
477	24135	480790
478	24183	480686
479	24232	480609
480	24287	480653
481	24337	480587
482	24395	480695
483	24452	480769
484	24507	480799
485	24556	480712
486	24605	480640
487	24653	480533
488	24703	480477
489	24752	480403
490	24799	480273
491	24850	480234
492	24877	479728
493	24911	479366
494	24961	479307
495	25010	479233
496	25060	479176
497	25109	479100
498	25135	478590
499	25184	478508
500	25234	478448
501	25284	478393
502	25333	478310
503	25379	478187
504	25430	478135
505	25485	478184
506	25538	478178
507	25590	478154
508	25646	478222
509	25706	478346
510	25755	478267
511	25804	478194
512	25853	478121
513	25905	478086
514	25952	477974
515	26001	477908
516	26028	477422
517	26079	477383
518	26114	477050
519	26162	476971
520	26211	476895
521	26262	476843
522	26313	476810
523	26330	476163
524	26391	476306
525	26452	476445
526	26502	476396
527	26554	476367
528	26602	476278
529	26653	476235
530	26700	476139
531	26751	476096
532	26799	475998
533	26822	475479
534	26872	475413
535	26920	475326
536	26970	475272
537	27019	475203
538	27071	475191
539	27123	475161
540	27172	475097
541	27221	475012
542	27269	474935
543	27319	474872
544	27364	474744
545	27391	474291
546	27445	474296
547	27492	474203
548	27540	474104
549	27587	474009
550	27636	473939
551	27686	473885
552	27734	473791
553	27785	473751
554	27835	473711
555	27894	473813
556	27948	473820
557	28002	473829
558	28056	473845
559	28117	473987
560	28165	473895
561	28214	473827
562	28266	473800
563	28316	473742
564	28381	473945
565	28439	474031
566	28475	473732
567	28527	473722
568	28576	473641
569	28626	473594
570	28674	473509
571	28709	473203
572	28758	473131
573	28805	473034
574	28858	473034
575	28893	472725
576	28942	472662
577	28994	472643
578	29046	472624
579	29093	472522
580	29142	472446
581	29189	472355
582	29237	472267
583	29287	472209
584	29336	472145
585	29388	472114
586	29436	472042
587	29486	471976
588	29536	471925
589	29562	471492
590	29588	471066
591	29638	471004
592	29688	470954
593	29737	470897
594	29753	470312
595	29788	470011
596	29839	469986
597	29887	469908
598	29936	469839
599	29987	469808
600	30037	469759
601	30086	469691
602	30122	469423
603	30170	469339
604	30220	469292
605	30276	469330
606	30328	469323
607	30381	469313
608	30428	469218
609	30500	469507
610	30577	469877
611	30611	469579
612	30675	469747
613	30731	469774
614	30788	469845
615	30846	469915
616	30884	469670
617	30942	469744
618	31000	469810
619	31039	469603
620	31093	469612
621	31147	469608
622	31198	469581
623	31255	469630
624	31305	469584
625	31355	469528
626	31407	469502
627	31456	469446
628	31506	469394
629	31554	469317
630	31603	469238
631	31652	469173
632	31704	469155
633	31753	469090
634	31781	468708
635	31828	468622
636	31877	468558
637	31927	468500
638	31978	468462
639	32013	468194
640	32069	468239
641	32122	468233
642	32171	468165
643	32222	468126
644	32270	468041
645	32325	468068
646	32448	469075
647	32521	469358
648	32693	471054
649	32720	470668
650	32754	470386
651	32804	470331
652	32853	470266
653	32903	470202
654	32951	470121
655	33010	470200
656	33066	470226
657	33121	470240
658	33173	470219
659	33228	470229
660	33277	470165
661	33328	470124
662	33381	470115
663	33429	470032
664	33480	469991
665	33529	469912
666	33577	469835
667	33627	469776
668	33678	469736
669	33726	469660
670	33774	469575
671	33824	469515
672	33871	469417
673	33920	469357
674	33969	469282
675	34019	469233
676	34067	469141
677	34116	469079
678	34166	469015
679	34217	468978
680	34268	468939
681	34289	468493
682	34349	468565
683	34406	468611
684	34460	468605
685	34513	468601
686	34563	468542
687	34611	468468
688	34660	468400
689	34677	467900
690	34726	467834
691	34774	467751
692	34825	467702
693	34872	467616
694	34919	467525
695	34969	467462
696	35019	467417
697	35068	467350
698	35095	466991
699	35146	466945
700	35195	466883
701	35244	466819
702	35298	466814
703	35346	466734
704	35376	466421
705	35429	466398
706	35482	466394
707	35539	466431
708	35595	466454
709	35656	466549
710	35707	466511
711	35755	466434
712	35805	466371
713	35856	466338
714	35904	466252
715	35953	466184
716	36002	466124
717	36051	466056
718	36100	465991
719	36147	465900
720	36199	465877
721	36249	465826
722	36305	465844
723	36331	465488
724	36388	465517
725	36419	465225
726	36469	465177
727	36520	465137
728	36546	464777
729	36597	464736
730	36646	464670
731	36696	464626
732	36745	464553
733	36793	464482
734	36842	464414
735	36892	464366
736	36942	464309
737	36990	464241
738	37039	464169
739	37060	463758
740	37108	463680
741	37156	463599
742	37204	463534
743	37253	463466
744	37305	463434
745	37355	463389
746	37407	463365
747	37458	463317
748	37507	463260
749	37562	463273
750	37611	463204
751	37659	463137
752	37709	463079
753	37759	463024
754	37812	463011
755	37868	463039
756	37924	463058
757	37978	463053
758	38030	463032
759	38089	463083
760	38137	463018
761	38187	462955
762	38235	462883
763	38297	462973
764	38360	463085
765	38412	463052
766	38460	462985
767	38508	462908
768	38562	462898
769	38610	462823
770	38659	462764
771	38723	462877
772	38780	462905
773	38841	462992
774	38895	462981
775	38955	463050
776	39012	463077
777	39062	463024
778	39110	462952
779	39160	462893
780	39208	462824
781	39257	462756
782	39306	462687
783	39357	462655
784	39406	462587
785	39455	462527
786	39508	462507
787	39568	462575
788	39631	462670
789	39689	462708
790	39746	462736
791	39801	462741
792	39854	462726
793	39880	462396
794	39930	462334
795	39979	462279
796	40028	462213
797	40076	462132
798	40124	462056
799	40173	461994
800	40222	461929
801	40276	461923
802	40353	462179
803	40418	462298
804	40480	462384
805	40537	462407
806	40593	462428
807	40653	462486
808	40709	462493
809	40762	462478
810	40815	462463
811	40873	462490
812	40944	462681
813	40992	462605
814	41041	462531
815	41091	462478
816	41140	462417
817	41187	462322
818	41235	462251
819	41285	462201
820	41335	462138
821	41383	462066
822	41434	462022
823	41482	461945
824	41533	461899
825	41550	461477
826	41596	461387
827	41648	461354
828	41697	461287
829	41748	461240
830	41797	461178
831	41844	461094
832	41893	461026
833	41943	460973
834	41990	460887
835	42037	460805
836	42084	460717
837	42135	460676
838	42185	460618
839	42219	460391
840	42281	460468
841	42344	460556
842	42394	460500
843	42445	460462
844	42494	460400
845	42544	460344
846	42592	460273
847	42666	460473
848	42779	461101
849	42910	461921
850	43014	462442
851	43071	462457
852	43121	462401
853	43169	462330
854	43195	462016
855	43249	462002
856	43307	462031
857	43349	461886
858	43401	461859
859	43452	461812
860	43508	461821
861	43557	461754
862	43606	461679
863	43657	461640
864	43711	461628
865	43759	461542
866	43809	461485
867	43856	461406
868	43908	461364
869	43955	461284
870	44004	461218
871	44053	461148
872	44101	461072
873	44152	461022
874	44199	460939
875	44260	460998
876	44322	461066
877	44379	461082
878	44428	461013
879	44477	460951
880	44526	460883
881	44572	460785
882	44620	460704
883	44669	460639
884	44720	460592
885	44769	460534
886	44818	460466
887	44867	460398
888	44917	460336
889	44967	460281
890	45017	460233
891	45043	459932
892	45091	459856
893	45140	459785
894	45187	459700
895	45238	459654
896	45289	459607
897	45317	459326
898	45365	459258
899	45414	459188
900	45462	459111
901	45513	459069
902	45559	458979
903	45580	458626
904	45627	458543
905	45684	458561
906	45738	458544
907	45793	458540
908	45846	458511
909	45901	458514
910	45961	458555
911	46009	458485
912	46059	458421
913	46110	458383
914	46157	458298
915	46194	458108
916	46228	457899
917	46273	457794
918	46325	457757
919	46375	457701
920	46423	457634
921	46473	457573
922	46522	457511
923	46573	457465
924	46623	457410
925	46670	457334
926	46722	457292
927	46773	457252
928	46826	457221
929	46875	457163
930	46926	457112
931	46961	456919
932	47010	456852
933	47060	456801
934	47110	456743
935	47159	456685
936	47207	456611
937	47256	456540
938	47308	456504
939	47358	456456
940	47407	456392
941	47455	456319
942	47504	456252
943	47551	456173
944	47599	456098
945	47620	455762
946	47636	455393
947	47687	455340
948	47739	455311
949	47789	455257
950	47839	455205
951	47889	455154
952	47938	455090
953	47989	455040
954	48039	454988
955	48096	455002
956	48147	454963
957	48211	455039
958	48271	455084
959	48332	455134
960	48383	455086
961	48430	455006
962	48464	454802
963	48512	454731
964	48560	454653
965	48610	454607
966	48659	454539
967	48711	454504
968	48760	454440
969	48810	454387
970	48867	454405
971	48915	454332
972	48963	454262
973	49012	454194
974	49060	454125
975	49111	454077
976	49145	453878
977	49194	453814
978	49243	453749
979	49291	453682
980	49342	453634
981	49390	453571
982	49427	453391
983	49476	453332
984	49524	453261
985	49571	453185
986	49619	453107
987	49669	453057
988	49718	452997
989	49767	452930
990	49814	452855
991	49865	452814
992	49914	452752
993	49966	452712
994	50015	452650
995	50062	452576
996	50112	452521
997	50161	452458
998	50220	452483
999	50252	452273
1000	50305	452250
1001	50369	452316
1002	50418	452254
1003	50466	452191
1004	50518	452151
1005	50573	452145
1006	50619	452059
1007	50672	452033
1008	50729	452044
1009	50782	452011
1010	50828	451930
1011	50879	451882
1012	50927	451816
1013	50977	451755
1014	51025	451687
1015	51074	451623
1016	51100	451364
1017	51150	451308
1018	51199	451252
1019	51247	451182
1020	51298	451138
1021	51348	451084
1022	51397	451021
1023	51447	450972
1024	51495	450900
1025	51545	450843
1026	51596	450807
1027	51647	450762
1028	51695	450691
1029	51742	450612
1030	51790	450546
1031	51840	450488
1032	51888	450424
1033	51943	450409
1034	51993	450357
1035	52041	450293
1036	52089	450221
1037	52140	450176
1038	52200	450208
1039	52256	450205
1040	52307	450170
1041	52357	450116
1042	52407	450064
1043	52458	450016
1044	52506	449945
1045	52554	449881
1046	52602	449806
1047	52653	449762
1048	52704	449720
1049	52754	449672
1050	52803	449612
1051	52853	449559
1052	52920	449650
1053	53012	449955
1054	53077	450029
1055	53144	450121
1056	53202	450136
1057	53283	450342
1058	53337	450320
1059	53385	450251
1060	53436	450203
1061	53485	450145
1062	53534	450079
1063	53583	450019
1064	53633	449968
1065	53683	449911
1066	53719	449742
1067	53768	449677
1068	53817	449618
1069	53869	449581
1070	53930	449621
1071	53984	449599
1072	54032	449536
1073	54081	449470
1074	54133	449430
1075	54198	449505
1076	54255	449505
1077	54304	449446
1078	54325	449155
1079	54372	449072
1080	54421	449013
1081	54468	448940
1082	54516	448870
1083	54565	448808
1084	54616	448765
1085	54662	448676
1086	54709	448601
1087	54758	448536
1088	54807	448473
1089	54856	448410
1090	54904	448343
1091	54954	448288
1092	55006	448251
1093	55054	448185
1094	55088	448004
1095	55138	447949
1096	55187	447885
1097	55235	447821
1098	55286	447779
1099	55336	447726
1100	55385	447665
1101	55433	447595
1102	55481	447522
1103	55529	447456
1104	55578	447391
1105	55635	447394
1106	55691	447393
1107	55747	447384
1108	55778	447184
1109	55849	447299
1110	55871	447020
1111	55939	447110
1112	55999	447137
1113	56047	447070
1114	56095	447003
1115	56157	447049
1116	56191	446865
1117	56244	446835
1118	56296	446796
1119	56343	446724
1120	56393	446669
1121	56418	446421
1122	56466	446351
1123	56513	446279
1124	56561	446209
1125	56610	446148
1126	56637	445911
1127	56687	445862
1128	56734	445785
1129	56784	445730
1130	56837	445704
1131	56896	445720
1132	56947	445678
1133	57000	445651
1134	57052	445613
1135	57101	445548
1136	57147	445471
1137	57174	445235
1138	57223	445175
1139	57273	445125
1140	57324	445082
1141	57358	444907
1142	57409	444859
1143	57457	444796
1144	57506	444731
1145	57556	444685
1146	57608	444642
1147	57664	444636
1148	57712	444571
1149	57761	444509
1150	57809	444445
1151	57834	444202
1152	57886	444168
1153	57936	444110
1154	57984	444043
1155	58042	444054
1156	58095	444023
1157	58157	444069
1158	58196	443930
1159	58254	443936
1160	58315	443967
1161	58363	443903
1162	58412	443843
1163	58458	443764
1164	58480	443496
1165	58528	443433
1166	58578	443378
1167	58628	443329
1168	58677	443270
1169	58727	443214
1170	58779	443182
1171	58828	443122
1172	58878	443066
1173	58925	442996
1174	58975	442945
1175	59026	442901
1176	59061	442737
1177	59110	442678
1178	59159	442619
1179	59210	442573
1180	59261	442528
1181	59310	442473
1182	59361	442427
1183	59410	442371
1184	59460	442315
1185	59508	442252
1186	59557	442189
1187	59606	442132
1188	59624	441840
1189	59674	441790
1190	59723	441735
1191	59774	441685
1192	59822	441622
1193	59849	441399
1194	59897	441333
1195	59948	441290
1196	59997	441231
1197	60048	441194
1198	60114	441258
1199	60173	441275
1200	60238	441332
1201	60288	441279
1202	60337	441222
1203	60386	441163
1204	60433	441089
1205	60490	441086
1206	60544	441066
1207	60598	441043
1208	60650	441008
1209	60705	440995
1210	60757	440952
1211	60805	440891
1212	60852	440816
1213	60901	440758
1214	60944	440657
1215	60993	440597
1216	61049	440589
1217	61104	440576
1218	61158	440550
1219	61215	440550
1220	61269	440527
1221	61323	440504
1222	61376	440477
1223	61431	440457
1224	61485	440434
1225	61537	440398
1226	61592	440381
1227	61645	440350
1228	61700	440334
1229	61754	440315
1230	61771	440024
1231	61819	439963
1232	61866	439892
1233	61917	439845
1234	61965	439781
1235	62015	439726
1236	62074	439742
1237	62136	439771
1238	62190	439752
1239	62243	439718
1240	62291	439653
1241	62343	439617
1242	62392	439560
1243	62439	439484
1244	62456	439198
1245	62504	439135
1246	62553	439080
1247	62600	439006
1248	62649	438949
1249	62697	438884
1250	62745	438820
1251	62792	438747
1252	62842	438691
1253	62894	438654
1254	62945	438612
1255	63002	438608
1256	63040	438478
1257	63094	438453
1258	63114	438189
1259	63166	438154
1260	63269	438474
1261	63351	438644
1262	63440	438862
1263	63513	438963
1264	63570	438962
1265	63619	438903
1266	63668	438843
1267	63717	438784
1268	63765	438720
1269	63786	438467
1270	63835	438411
1271	63887	438371
1272	63938	438329
1273	63988	438272
1274	64045	438273
1275	64106	438298
1276	64162	438283
1277	64212	438229
1278	64260	438170
1279	64310	438114
1280	64357	438045
1281	64403	437966
1282	64452	437902
1283	64502	437850
1284	64551	437793
1285	64598	437724
1286	64647	437664
1287	64699	437624
1288	64747	437558
1289	64792	437476
1290	64841	437414
1291	64891	437365
1292	64941	437313
1293	64991	437258
1294	65039	437193
1295	65085	437118
1296	65138	437088
1297	65189	437040
1298	65236	436968
1299	65257	436721
1300	65305	436660
1301	65356	436611
1302	65404	436545
1303	65453	436492
1304	65505	436451
1305	65560	436431
1306	65613	436404
1307	65665	436366
1308	65722	436361
1309	65779	436357
1310	65796	436086
1311	65846	436032
1312	65863	435763
1313	65911	435701
1314	65959	435636
1315	66021	435660
1316	66078	435656
1317	66129	435612
1318	66182	435581
1319	66230	435514
1320	66279	435460
1321	66328	435398
1322	66378	435348
1323	66426	435282
1324	66453	435084
1325	66501	435020
1326	66549	434951
1327	66596	434885
1328	66644	434819
1329	66661	434555
1330	66717	434543
1331	66776	434547
1332	66823	434480
1333	66874	434431
1334	66922	434371
1335	66939	434104
1336	66988	434044
1337	67036	433984
1338	67086	433929
1339	67136	433880
1340	67185	433827
1341	67236	433783
1342	67290	433757
1343	67340	433703
1344	67390	433653
1345	67439	433600
1346	67488	433541
1347	67544	433526
1348	67595	433483
1349	67643	433419
1350	67691	433358
1351	67742	433309
1352	67790	433246
1353	67840	433199
1354	67888	433136
1355	67943	433113
1356	68012	433182
1357	68035	432959
1358	68090	432942
1359	68147	432939
1360	68173	432735
1361	68223	432683
1362	68272	432623
1363	68306	432477
1364	68355	432416
1365	68404	432361
1366	68453	432305
1367	68505	432266
1368	68553	432202
1369	68603	432149
1370	68623	431913
1371	68674	431866
1372	68722	431806
1373	68771	431750
1374	68818	431676
1375	68846	431491
1376	68896	431441
1377	68918	431217
1378	68970	431179
1379	69020	431130
1380	69072	431088
1381	69122	431040
1382	69170	430975
1383	69217	430906
1384	69269	430872
1385	69318	430817
1386	69367	430757
1387	69415	430696
1388	69442	430503
1389	69491	430448
1390	69541	430398
1391	69591	430344
1392	69642	430302
1393	69691	430246
1394	69738	430181
1395	69786	430117
1396	69837	430073
1397	69886	430014
1398	69935	429963
1399	70008	430050
1400	70064	430039
1401	70130	430087
1402	70180	430035
1403	70232	430000
1404	70286	429972
1405	70338	429938
1406	70394	429923
1407	70450	429905
1408	70507	429902
1409	70558	429856
1410	70607	429800
1411	70628	429574
1412	70678	429525
1413	70729	429482
1414	70781	429439
1415	70830	429383
1416	70881	429342
1417	70932	429297
1418	70982	429244
1419	71032	429194
1420	71081	429138
1421	71129	429080
1422	71178	429019
1423	71226	428962
1424	71255	428785
1425	71304	428728
1426	71362	428727
1427	71425	428755
1428	71482	428743
1429	71533	428699
1430	71581	428640
1431	71618	428508
1432	71667	428457
1433	71722	428431
1434	71780	428431
1435	71838	428431
1436	71899	428442
1437	71970	428520
1438	72035	428560
1439	72096	428574
1440	72152	428559
1441	72180	428377
1442	72234	428351
1443	72289	428331
1444	72338	428275
1445	72388	428223
1446	72438	428170
1447	72488	428124
1448	72539	428077
1449	72560	427854
1450	72610	427804
1451	72659	427752
1452	72686	427564
1453	72735	427507
1454	72785	427457
1455	72841	427441
1456	72895	427418
1457	72948	427386
1458	73001	427351
1459	73063	427373
1460	73114	427325
1461	73171	427317
1462	73224	427284
1463	73272	427224
1464	73326	427198
1465	73376	427143
1466	73448	427223
1467	73577	427633
1468	73742	428249
1469	73798	428234
1470	73849	428187
1471	73905	428170
1472	73968	428191
1473	74018	428140
1474	74068	428088
1475	74116	428028
1476	74166	427975
1477	74215	427920
1478	74276	427932
1479	74325	427872
1480	74376	427827
1481	74424	427763
1482	74477	427733
1483	74525	427666
1484	74576	427619
1485	74629	427586
1486	74677	427524
1487	74725	427461
1488	74775	427411
1489	74826	427363
1490	74875	427308
1491	74924	427251
1492	74974	427198
1493	75023	427140
1494	75071	427081
1495	75121	427024
1496	75169	426966
1497	75219	426910
1498	75266	426846
1499	75316	426791
1500	75371	426768
1501	75418	426700
1502	75468	426647
1503	75518	426601
1504	75568	426545
1505	75622	426519
1506	75676	426488
1507	75729	426455
1508	75784	426430
1509	75845	426440
1510	75908	426465
1511	75972	426488
1512	76028	426474
1513	76083	426448
1514	76137	426421
1515	76193	426404
1516	76229	426270
1517	76278	426215
1518	76329	426171
1519	76380	426125
1520	76429	426068
1521	76463	425925
1522	76512	425865
1523	76560	425807
1524	76608	425741
1525	76658	425689
1526	76678	425474
1527	76728	425421
1528	76780	425380
1529	76801	425166
1530	76834	425025
1531	76884	424969
1532	76935	424928
1533	76987	424884
1534	77035	424827
1535	77085	424772
1536	77135	424721
1537	77172	424599
1538	77221	424542
1539	77272	424494
1540	77319	424431
1541	77371	424387
1542	77424	424356
1543	77473	424298
1544	77524	424249
1545	77577	424218
1546	77636	424216
1547	77684	424154
1548	77735	424107
1549	77784	424052
1550	77834	423998
1551	77895	424009
1552	77950	423984
1553	78004	423954
1554	78056	423913
1555	78094	423798
1556	78149	423776
1557	78203	423744
1558	78255	423703
1559	78307	423662
1560	78358	423620
1561	78396	423499
1562	78445	423444
1563	78496	423400
1564	78526	423240
1565	78561	423109
1566	78587	422929
1567	78638	422883
1568	78688	422834
1569	78739	422784
1570	78786	422721
1571	78821	422586
1572	78870	422533
1573	78920	422481
1574	78968	422418
1575	79017	422364
1576	79068	422315
1577	79116	422253
1578	79165	422198
1579	79216	422152
1580	79269	422117
1581	79317	422059
1582	79367	422007
1583	79419	421965
1584	79468	421911
1585	79520	421869
1586	79570	421817
1587	79618	421757
1588	79668	421704
1589	79718	421657
1590	79768	421605
1591	79822	421574
1592	79887	421605
1593	79940	421570
1594	80007	421605
1595	80055	421546
1596	80106	421497
1597	80152	421429
1598	80201	421372
1599	80258	421356
1600	80308	421307
1601	80357	421248
1602	80406	421191
1603	80459	421159
1604	80512	421124
1605	80567	421099
1606	80618	421053
1607	80657	420946
1608	80698	420848
1609	80756	420834
1610	80816	420840
1611	80866	420786
1612	80916	420735
1613	80965	420679
1614	81016	420634
1615	81051	420504
1616	81102	420459
1617	81152	420408
1618	81200	420348
1619	81251	420302
1620	81302	420256
1621	81350	420193
1622	81384	420057
1623	81436	420018
1624	81491	419993
1625	81540	419937
1626	81589	419883
1627	81639	419831
1628	81687	419768
1629	81737	419721
1630	81790	419682
1631	81854	419704
1632	81912	419694
1633	81964	419651
1634	82014	419603
1635	82048	419472
1636	82096	419411
1637	82145	419352
1638	82191	419281
1639	82239	419221
1640	82287	419162
1641	82338	419115
1642	82386	419055
1643	82435	418998
1644	82490	418971
1645	82541	418925
1646	82588	418858
1647	82638	418809
1648	82689	418761
1649	82738	418704
1650	82788	418653
1651	82836	418594
1652	82887	418550
1653	82939	418509
1654	82986	418442
1655	83043	418424
1656	83106	418443
1657	83161	418414
1658	83213	418373
1659	83271	418363
1660	83319	418300
1661	83345	418133
1662	83392	418067
1663	83441	418010
1664	83494	417975
