iter	MAE
1684	613.967991
1685	613.9654948
1686	613.9629996
1687	613.9605026
1688	613.9580069
1689	613.9555083
1690	613.9530153
1691	613.950523
1692	613.9480304
1693	613.9455343
1694	613.9430387
1695	613.9405452
1696	613.9380466
1697	613.9355503
1698	613.9330542
1699	613.9305598
1700	613.9280673
1701	613.9255694
1702	613.9230789
1703	613.9205858
1704	613.9180911
1705	613.9155991
1706	613.9131041
1707	613.9106117
1708	613.9081164
1709	613.9056217
1710	613.9031286
1711	613.9006329
1712	613.8981399
1713	613.8956484
1714	613.8931539
1715	613.8906608
1716	613.888167
1717	613.8856718
1718	613.8831783
1719	613.8806862
1720	613.8781953
1721	613.8757027
1722	613.8732108
1723	613.8707176
1724	613.868222
1725	613.8657258
1726	613.8632328
1727	613.860735
1728	613.85824
1729	613.8557505
1730	613.8532566
1731	613.8507636
1732	613.8482643
1733	613.8457676
1734	613.8432702
1735	613.8407738
1736	613.8382818
1737	613.8357899
1738	613.8333007
1739	613.8308098
1740	613.8283153
1741	613.8258204
1742	613.8233276
1743	613.8208366
1744	613.8183422
1745	613.8158469
1746	613.813353
1747	613.8108608
1748	613.8083704
1749	613.8058758
1750	613.8033832
1751	613.8008905
1752	613.7983988
1753	613.7959013
1754	613.7934129
1755	613.7909146
1756	613.7884187
1757	613.7859276
1758	613.7834352
1759	613.7809411
1760	613.778452
1761	613.7759543
1762	613.7734626
1763	613.7709663
1764	613.7684695
1765	613.7659746
1766	613.7634817
1767	613.7609843
1768	613.7584888
1769	613.7559908
1770	613.7534964
1771	613.7510004
1772	613.7485061
1773	613.7460118
1774	613.7435177
1775	613.7410226
1776	613.7385283
1777	613.7360334
1778	613.7335377
1779	613.7310425
1780	613.7285475
1781	613.726053
1782	613.7235605
1783	613.7210662
1784	613.7185725
1785	613.7160775
1786	613.7135824
1787	613.7110886
1788	613.7085934
1789	613.7061026
1790	613.7036079
1791	613.701111
1792	613.6986177
1793	613.6961251
1794	613.6936289
1795	613.6911388
1796	613.6886442
1797	613.686149
1798	613.6836546
1799	613.6811561
1800	613.6786633
1801	613.6761727
1802	613.6736793
1803	613.6711834
1804	613.6686903
1805	613.6661932
1806	613.6636984
1807	613.6612044
1808	613.6587105
1809	613.6562186
1810	613.6537268
1811	613.6512331
1812	613.6487379
1813	613.6462415
1814	613.6437468
1815	613.6412518
1816	613.6387564
1817	613.6362629
1818	613.6337651
1819	613.6312686
1820	613.6287755
1821	613.62628
1822	613.6237838
1823	613.6212894
1824	613.6187962
1825	613.616297
1826	613.6138016
1827	613.6113115
1828	613.6088177
1829	613.6063246
1830	613.6038291
1831	613.6013357
1832	613.5988405
1833	613.5963447
1834	613.593848
1835	613.5913564
1836	613.58886
1837	613.5863645
1838	613.5838724
1839	613.5813801
1840	613.5788871
1841	613.5763955
1842	613.5738967
1843	613.5714018
1844	613.568908
1845	613.5664102
1846	613.5639162
1847	613.5614234
1848	613.5589271
1849	613.5564319
1850	613.5539375
1851	613.5514416
1852	613.5489502
1853	613.5464509
1854	613.543957
1855	613.5414632
1856	613.5389686
1857	613.5364752
1858	613.5339818
1859	613.5314863
1860	613.5289915
1861	613.5264976
1862	613.5240012
1863	613.5215085
1864	613.5190116
1865	613.5165158
1866	613.5140206
1867	613.5115238
1868	613.5090293
1869	613.5065359
1870	613.5040401
1871	613.5015416
1872	613.4990509
1873	613.4965561
1874	613.4940618
1875	613.4915671
1876	613.4890703
1877	613.4865747
1878	613.4840813
1879	613.4815879
1880	613.4790921
1881	613.4765957
1882	613.4741007
1883	613.471611
1884	613.4691176
1885	613.4666213
1886	613.4641254
1887	613.4616334
1888	613.4591383
1889	613.4566502
1890	613.4541534
1891	613.4516608
1892	613.4491616
1893	613.4466659
1894	613.4441742
1895	613.4416785
1896	613.4391793
1897	613.4366796
1898	613.4341847
1899	613.4316911
1900	613.4291972
1901	613.426703
1902	613.4242038
1903	613.4217073
1904	613.4192137
1905	613.4167197
1906	613.4142313
1907	613.4117345
1908	613.409241
1909	613.4067464
1910	613.404249
1911	613.4017541
1912	613.3992618
1913	613.3967706
1914	613.3942757
1915	613.3917844
1916	613.389292
1917	613.3867971
1918	613.384304
1919	613.3818109
1920	613.3793158
1921	613.376818
1922	613.3743243
1923	613.3718273
1924	613.3693309
1925	613.3668358
1926	613.3643436
1927	613.3618478
1928	613.3593504
1929	613.356853
1930	613.3543604
1931	613.3518668
1932	613.3493718
1933	613.3468782
1934	613.344379
1935	613.3418827
1936	613.3393884
1937	613.3368937
1938	613.3343944
1939	613.3319038
1940	613.3294071
1941	613.3269168
1942	613.3244183
1943	613.3219245
1944	613.3194323
1945	613.3169402
1946	613.3144441
1947	613.3119554
1948	613.3094575
1949	613.306962
1950	613.3044684
1951	613.3019738
1952	613.2994785
1953	613.2969806
1954	613.2944866
1955	613.2919906
1956	613.2894958
1957	613.2869985
1958	613.2845044
1959	613.2820048
1960	613.2795109
1961	613.2770184
1962	613.2745268
1963	613.2720326
1964	613.2695364
1965	613.2670416
1966	613.2645438
1967	613.2620496
1968	613.2595566
1969	613.2570598
1970	613.2545682
1971	613.2520757
1972	613.2495811
1973	613.2470861
1974	613.244595
1975	613.2421048
1976	613.2396101
1977	613.2371159
1978	613.2346257
1979	613.2321286
1980	613.2296344
1981	613.2271408
1982	613.2246432
1983	613.2221436
1984	613.2196487
1985	613.2171531
1986	613.2146619
1987	613.212169
1988	613.2096712
1989	613.2071809
1990	613.2046824
1991	613.2021898
1992	613.1996941
1993	613.1972026
1994	613.1947085
1995	613.1922142
1996	613.189718
1997	613.1872224
1998	613.1847228
1999	613.1822281
2000	613.1797311
2001	613.1772426
2002	613.1747479
2003	613.1722517
2004	613.1697547
2005	613.1672604
2006	613.1647706
2007	613.1622713
2008	613.159776
2009	613.1572807
2010	613.1547877
2011	613.1522884
2012	613.1497942
2013	613.147299
2014	613.1448047
2015	613.1423085
2016	613.1398141
2017	613.1373145
2018	613.1348172
2019	613.1323202
2020	613.1298265
2021	613.127333
2022	613.1248369
2023	613.1223443
2024	613.1198465
2025	613.1173539
2026	613.1148543
2027	613.1123608
2028	613.1098664
2029	613.1073732
2030	613.104877
2031	613.1023836
2032	613.0998887
2033	613.0973941
2034	613.0948981
2035	613.0924055
2036	613.0899123
2037	613.0874168
2038	613.0849285
2039	613.0824324
2040	613.0799372
2041	613.0774424
2042	613.0749514
2043	613.0724587
2044	613.06996
2045	613.0674651
2046	613.0649697
2047	613.0624734
2048	613.0599777
2049	613.0574816
2050	613.0549892
2051	613.0524943
2052	613.0500014
2053	613.0475038
2054	613.0450082
2055	613.0425132
2056	613.0400191
2057	613.037524
2058	613.035029
2059	613.0325326
2060	613.0300337
2061	613.0275391
2062	613.0250446
2063	613.0225454
2064	613.0200492
2065	613.0175585
2066	613.0150643
2067	613.0125698
2068	613.0100759
2069	613.0075836
2070	613.0050906
2071	613.0025941
2072	613.0000991
2073	612.9976028
2074	612.9951092
2075	612.9926134
2076	612.9901228
2077	612.9876284
2078	612.9851319
2079	612.982635
2080	612.9801379
2081	612.9776426
2082	612.975146
2083	612.9726494
2084	612.9701535
2085	612.9676599
2086	612.9651606
2087	612.9626613
2088	612.9601677
2089	612.9576722
2090	612.9551772
2091	612.9526833
2092	612.9501896
2093	612.9477004
2094	612.9452042
2095	612.9427108
2096	612.9402203
2097	612.9377227
2098	612.9352276
2099	612.9327327
2100	612.930235
2101	612.9277431
2102	612.9252503
2103	612.9227555
2104	612.9202603
2105	612.917764
2106	612.9152691
2107	612.9127747
2108	612.9102816
2109	612.9077881
2110	612.9052931
2111	612.9027983
2112	612.9003049
2113	612.8978128
2114	612.8953213
2115	612.8928255
2116	612.8903269
2117	612.8878354
2118	612.8853402
2119	612.8828453
2120	612.8803538
2121	612.8778607
2122	612.8753653
2123	612.8728703
2124	612.8703744
2125	612.8678826
2126	612.8653829
2127	612.8628879
2128	612.8603918
2129	612.8578977
2130	612.8554071
2131	612.8529123
2132	612.850417
2133	612.8479231
2134	612.8454254
2135	612.8429339
2136	612.8404392
2137	612.8379472
2138	612.8354539
2139	612.832958
2140	612.8304666
2141	612.8279706
2142	612.8254756
2143	612.8229768
2144	612.8204798
2145	612.817988
2146	612.8154895
2147	612.8129966
2148	612.8105024
2149	612.8080059
2150	612.8055102
2151	612.8030183
2152	612.8005218
2153	612.7980226
2154	612.7955283
2155	612.7930308
2156	612.7905383
2157	612.7880409
2158	612.7855481
2159	612.7830519
2160	612.7805553
2161	612.7780619
2162	612.7755673
2163	612.7730721
2164	612.7705833
2165	612.7680902
2166	612.7655929
2167	612.7630975
2168	612.7606024
2169	612.7581067
2170	612.7556096
2171	612.7531194
2172	612.7506237
2173	612.7481265
2174	612.7456341
2175	612.7431355
2176	612.7406376
2177	612.7381416
2178	612.7356467
2179	612.7331494
2180	612.7306552
2181	612.7281595
2182	612.7256629
2183	612.7231658
2184	612.7206708
2185	612.7181789
2186	612.7156867
2187	612.7131903
2188	612.7106947
2189	612.7081988
2190	612.7057035
2191	612.7032078
2192	612.7007089
2193	612.6982177
2194	612.6957239
2195	612.6932283
2196	612.690732
2197	612.6882348
2198	612.6857382
2199	612.6832431
2200	612.6807473
2201	612.6782516
2202	612.6757611
2203	612.6732671
2204	612.6707686
2205	612.6682735
2206	612.665775
2207	612.6632783
2208	612.660784
2209	612.6582907
2210	612.6557954
2211	612.6532999
2212	612.650805
2213	612.6483089
2214	612.6458153
2215	612.6433183
2216	612.6408232
2217	612.6383268
2218	612.6358341
2219	612.6333369
2220	612.6308377
2221	612.6283432
2222	612.6258494
2223	612.6233522
2224	612.6208604
2225	612.6183647
2226	612.6158676
2227	612.6133718
2228	612.6108783
2229	612.6083829
2230	612.6058862
2231	612.6033918
2232	612.6008962
2233	612.5983997
2234	612.5959039
2235	612.5934082
2236	612.5909146
2237	612.5884168
2238	612.5859211
2239	612.5834296
2240	612.5809311
2241	612.5784365
2242	612.57594
2243	612.573446
2244	612.5709519
2245	612.5684553
2246	612.5659622
2247	612.5634677
2248	612.560973
2249	612.558479
2250	612.5559816
2251	612.5534873
2252	612.5509924
2253	612.5485005
2254	612.5460059
2255	612.5435095
2256	612.5410125
2257	612.5385168
2258	612.5360226
2259	612.5335305
2260	612.5310376
2261	612.5285438
2262	612.5260445
2263	612.5235492
2264	612.5210578
2265	612.5185623
2266	612.5160676
2267	612.5135718
2268	612.5110769
2269	612.5085827
2270	612.5060881
2271	612.5035931
2272	612.5010996
2273	612.4986037
2274	612.4961106
2275	612.493616
2276	612.4911212
2277	612.4886264
2278	612.4861315
2279	612.4836359
2280	612.4811407
2281	612.4786455
2282	612.4761481
2283	612.4736539
2284	612.4711609
2285	612.4686655
2286	612.4661659
2287	612.4636758
2288	612.4611786
2289	612.4586838
2290	612.456189
2291	612.453693
2292	612.4512013
2293	612.4487059
2294	612.4462135
2295	612.4437208
2296	612.4412263
2297	612.4387321
2298	612.4362365
2299	612.4337421
2300	612.4312476
2301	612.4287508
2302	612.4262523
2303	612.423757
2304	612.4212641
2305	612.4187676
2306	612.416274
2307	612.4137825
2308	612.4112872
2309	612.4087941
2310	612.4062978
2311	612.4038025
2312	612.401307
2313	612.3988126
2314	612.3963191
2315	612.3938245
2316	612.3913288
2317	612.3888317
2318	612.3863365
2319	612.3838411
2320	612.3813477
2321	612.378852
2322	612.3763591
2323	612.3738643
2324	612.3713706
2325	612.3688729
2326	612.3663789
2327	612.3638834
2328	612.3613866
2329	612.3588906
2330	612.3563948
2331	612.3538976
2332	612.3514044
2333	612.3489087
2334	612.3464127
2335	612.3439166
2336	612.3414208
2337	612.3389255
2338	612.3364332
2339	612.3339363
2340	612.3314418
2341	612.3289447
2342	612.3264483
2343	612.3239498
2344	612.3214542
2345	612.318962
2346	612.3164655
2347	612.3139697
2348	612.3114713
2349	612.3089747
2350	612.3064813
2351	612.3039854
2352	612.3014918
2353	612.2989931
2354	612.2965003
2355	612.2940097
2356	612.2915142
2357	612.289017
2358	612.2865207
2359	612.2840253
2360	612.2815305
2361	612.2790335
2362	612.27654
2363	612.2740437
2364	612.2715481
2365	612.2690551
2366	612.2665608
2367	612.2640638
2368	612.261568
2369	612.2590733
2370	612.2565801
2371	612.2540829
2372	612.2515844
2373	612.2490897
2374	612.2465931
2375	612.2441009
2376	612.2416063
2377	612.2391088
2378	612.2366125
2379	612.2341197
2380	612.2316238
2381	612.2291271
2382	612.2266332
2383	612.2241359
2384	612.2216404
2385	612.2191448
2386	612.2166527
2387	612.2141564
2388	612.2116626
2389	612.2091679
2390	612.2066726
2391	612.2041781
2392	612.2016844
2393	612.1991884
2394	612.1966916
2395	612.1941973
2396	612.1916998
2397	612.1892021
2398	612.1867082
2399	612.1842141
2400	612.1817183
2401	612.1792242
2402	612.1767332
2403	612.1742353
2404	612.1717388
2405	612.169247
2406	612.1667509
2407	612.1642524
2408	612.1617528
2409	612.1592566
2410	612.1567579
2411	612.154264
2412	612.1517711
2413	612.1492748
2414	612.1467807
2415	612.1442852
2416	612.1417915
2417	612.1392939
2418	612.1367986
2419	612.134303
2420	612.1318073
2421	612.1293146
2422	612.1268186
2423	612.1243234
2424	612.1218309
2425	612.1193357
2426	612.1168406
2427	612.1143446
2428	612.1118453
2429	612.1093506
2430	612.1068546
2431	612.1043635
2432	612.1018668
2433	612.0993704
2434	612.0968778
2435	612.0943785
2436	612.0918838
2437	612.0893853
2438	612.0868866
2439	612.0843919
2440	612.0818979
2441	612.0794009
2442	612.0769043
2443	612.0744136
2444	612.0719181
2445	612.0694222
2446	612.0669265
2447	612.0644316
2448	612.0619327
2449	612.0594373
2450	612.0569432
2451	612.0544462
2452	612.051947
2453	612.0494483
2454	612.0469532
2455	612.0444547
2456	612.0419562
2457	612.0394596
2458	612.0369637
2459	612.0344693
2460	612.031974
2461	612.0294787
2462	612.0269802
2463	612.0244853
2464	612.0219932
2465	612.0194955
2466	612.0170008
2467	612.0145071
2468	612.0120111
2469	612.0095166
2470	612.0070205
2471	612.0045252
2472	612.0020285
2473	611.9995329
2474	611.9970381
2475	611.9945407
2476	611.9920477
2477	611.9895493
2478	611.9870552
2479	611.984558
2480	611.9820639
2481	611.9795696
2482	611.977074
2483	611.9745788
2484	611.9720847
2485	611.9695883
2486	611.9670938
2487	611.9645993
2488	611.9621023
2489	611.9596056
2490	611.9571078
2491	611.9546122
2492	611.9521183
2493	611.9496236
2494	611.9471269
2495	611.9446314
2496	611.9421379
2497	611.9396401
2498	611.9371425
2499	611.9346454
2500	611.932152
2501	611.9296564
2502	611.9271606
2503	611.9246666
2504	611.9221712
2505	611.9196732
2506	611.9171766
2507	611.9146833
2508	611.9121847
2509	611.9096862
2510	611.9071873
2511	611.9046918
2512	611.9021967
2513	611.899701
2514	611.8972046
2515	611.8947083
2516	611.8922129
2517	611.8897136
2518	611.8872192
2519	611.8847234
2520	611.8822314
2521	611.8797362
2522	611.8772424
2523	611.8747474
2524	611.8722488
2525	611.8697519
2526	611.8672554
2527	611.8647611
2528	611.862264
2529	611.8597686
2530	611.857271
2531	611.8547767
2532	611.8522818
2533	611.8497859
2534	611.847289
2535	611.8447931
2536	611.8422961
2537	611.8397969
2538	611.8373005
2539	611.8348047
2540	611.832307
2541	611.8298103
2542	611.8273144
2543	611.8248159
2544	611.8223188
2545	611.8198211
2546	611.8173249
2547	611.8148297
2548	611.8123335
2549	611.8098386
2550	611.807344
2551	611.8048475
2552	611.8023497
2553	611.799851
2554	611.7973541
2555	611.7948564
2556	611.7923624
2557	611.7898654
2558	611.7873676
2559	611.7848714
2560	611.7823729
2561	611.7798761
2562	611.7773804
2563	611.7748842
2564	611.7723901
2565	611.7698922
2566	611.767395
2567	611.7649006
2568	611.762405
2569	611.7599077
2570	611.7574109
2571	611.7549157
2572	611.7524186
2573	611.7499208
2574	611.7474252
2575	611.7449288
2576	611.7424343
2577	611.7399378
2578	611.7374407
2579	611.7349445
2580	611.7324483
2581	611.7299527
2582	611.7274542
2583	611.7249585
2584	611.7224619
2585	611.7199674
2586	611.7174692
2587	611.7149736
2588	611.7124775
2589	611.7099814
2590	611.7074849
2591	611.7049872
2592	611.7024906
2593	611.6999929
2594	611.6974944
2595	611.6949998
2596	611.6925036
2597	611.6900062
2598	611.6875074
2599	611.6850117
2600	611.6825154
2601	611.6800207
2602	611.6775233
2603	611.6750247
2604	611.6725279
2605	611.6700303
2606	611.6675336
2607	611.6650358
2608	611.6625393
2609	611.6600415
2610	611.6575429
2611	611.6550477
2612	611.6525508
2613	611.6500543
2614	611.647555
2615	611.645059
2616	611.6425615
2617	611.6400649
2618	611.6375664
2619	611.6350692
2620	611.6325731
2621	611.6300758
2622	611.6275795
2623	611.6250815
2624	611.6225846
2625	611.6200883
2626	611.6175918
2627	611.6150959
2628	611.6125987
2629	611.6101038
2630	611.6076079
2631	611.6051124
2632	611.6026165
2633	611.6001196
2634	611.5976232
2635	611.5951259
2636	611.5926289
2637	611.5901325
2638	611.5876372
2639	611.5851379
2640	611.5826415
2641	611.5801446
2642	611.5776454
2643	611.5751486
2644	611.57265
2645	611.5701545
2646	611.5676565
2647	611.5651594
2648	611.5626621
2649	611.5601652
2650	611.557668
2651	611.5551687
