iter	MAE
1490	614.4519605
1491	614.449467
1492	614.4469708
1493	614.4444747
1494	614.4419801
1495	614.4394867
1496	614.4369908
1497	614.4344981
1498	614.4320039
1499	614.4295083
1500	614.4270142
1501	614.4245174
1502	614.4220213
1503	614.4195244
1504	614.4170317
1505	614.4145385
1506	614.412044
1507	614.4095519
1508	614.4070578
1509	614.4045638
1510	614.4020691
1511	614.3995773
1512	614.3970842
1513	614.3945882
1514	614.3920958
1515	614.389603
1516	614.3871059
1517	614.3846161
1518	614.3821199
1519	614.3796317
1520	614.3771356
1521	614.374638
1522	614.3721413
1523	614.3696466
1524	614.3671486
1525	614.3646533
1526	614.362154
1527	614.3596596
1528	614.357166
1529	614.3546667
1530	614.3521683
1531	614.3496727
1532	614.3471769
1533	614.3446831
1534	614.3421875
1535	614.3396915
1536	614.3371973
1537	614.3346994
1538	614.3322047
1539	614.3297114
1540	614.3272166
1541	614.3247208
1542	614.3222256
1543	614.3197317
1544	614.3172385
1545	614.3147471
1546	614.3122503
1547	614.3097555
1548	614.3072597
1549	614.3047646
1550	614.3022699
1551	614.2997762
1552	614.2972805
1553	614.2947888
1554	614.2922945
1555	614.2897966
1556	614.2873009
1557	614.2848106
1558	614.2823145
1559	614.2798201
1560	614.2773248
1561	614.2748269
1562	614.2723321
1563	614.2698374
1564	614.2673389
1565	614.2648416
1566	614.2623431
1567	614.259849
1568	614.2573541
1569	614.2548608
1570	614.2523641
1571	614.2498668
1572	614.247372
1573	614.2448781
1574	614.2423811
1575	614.2398897
1576	614.2373937
1577	614.2348968
1578	614.2324027
1579	614.2299061
1580	614.2274113
1581	614.2249161
1582	614.2224227
1583	614.2199281
1584	614.2174347
1585	614.2149431
1586	614.2124469
1587	614.2099537
1588	614.207458
1589	614.2049645
1590	614.2024738
1591	614.1999849
1592	614.1974904
1593	614.194995
1594	614.1925035
1595	614.1900081
1596	614.1875125
1597	614.1850166
1598	614.1825208
1599	614.1800249
1600	614.1775291
1601	614.1750353
1602	614.1725381
1603	614.1700432
1604	614.1675541
1605	614.1650578
1606	614.1625638
1607	614.1600667
1608	614.1575691
1609	614.1550734
1610	614.1525849
1611	614.1500897
1612	614.1475984
1613	614.1451015
1614	614.1426102
1615	614.140113
1616	614.1376203
1617	614.1351243
1618	614.1326308
1619	614.13014
1620	614.1276438
1621	614.1251463
1622	614.1226478
1623	614.1201541
1624	614.1176586
1625	614.1151663
1626	614.1126728
1627	614.1101802
1628	614.1076837
1629	614.1051868
1630	614.1026895
1631	614.1001969
1632	614.0977042
1633	614.0952088
1634	614.0927172
1635	614.0902194
1636	614.0877263
1637	614.0852354
1638	614.0827379
1639	614.0802432
1640	614.0777478
1641	614.0752576
1642	614.0727665
1643	614.0702714
1644	614.0677766
1645	614.0652841
1646	614.0627881
1647	614.0602967
1648	614.0577994
1649	614.0553058
1650	614.0528134
1651	614.05032
1652	614.0478306
1653	614.0453361
1654	614.0428387
1655	614.0403461
1656	614.0378507
1657	614.0353571
1658	614.0328618
1659	614.0303686
1660	614.0278726
1661	614.025374
1662	614.0228793
1663	614.0203895
1664	614.0178943
1665	614.0153951
1666	614.0129037
1667	614.0104077
1668	614.0079112
1669	614.0054174
1670	614.0029237
1671	614.0004274
1672	613.9979346
1673	613.9954406
1674	613.9929449
1675	613.9904506
1676	613.9879565
1677	613.9854645
1678	613.9829657
1679	613.9804688
1680	613.9779743
1681	613.9754773
1682	613.9729827
1683	613.9704863
